$AMEX International Market Index Adr
$ADR
Mkt Con Cyc Amer
$ADVA
Advancers AMEX Options
$ADVAO
Advancers Boston
$ADVB
Advancers CBOE
$ADVCO
Advancers Midwest
$ADVM
Advancers NYSE
$ADVN
Advancers Pacific Options
$ADVPO
Advancers NASDAQ NMS
$ADVQE
Advances NASDAQ Listed Stocks
$ADVT
Advancers NASDAQ OTC Bulletin Board
$ADVUE
Advancers Philadelphia
$ADVX
Advancers Philadelphia Options
$ADVXO
ISE Spot AUD USD
$AUM
ISE FX Australian
$AUX
NASDAQ Bank Index
$BANK
Bloomberg WTI Crude Oil Subindex
$BCOMCL
Bloomberg Gold Subindex 3 Month Forw
$BCOMGC3
Bloomberg Copper Subindex
$BCOMHG
Bloomberg Silver Subindex
$BCOMSI
S&P Bank Index Bix
$BIX
KBW Bank Index USD KBX
$BKX
Block Trades - AMEX)
$BLKA
Block Trades - NYSE
$BLOK
PHLX Computer Box Maker Index
$BMX
ISE FX British Pound
$BPX
ISE FX Brazilian Real
$BRB
AMEX Biotechnology Index 15 Stocks
$BTK
ISE FX Canadian Dollar
$CDD
S&P Chemical Index CEX
$CEX
Morgan Stanley Consumer Index CMR
$CMR
NASDAQ Composite Index
$COMPX
Decliners - AMEX
$DECA
Decliners - AMEX Options
$DECAO
Decliners - Boston Stock Exchange
$DECB
Decliners - CBOE
$DECCO
Decliners - Midwest
$DECM
Decliners - NYSE
$DECN
Decliners - Pacific Stock Exchange
$DECP
Decliners - Pacific Stock Exchange Options
$DECPO
Decliners - NASDAQ NMS
$DECQE
Decliners - NASDAQ Listed Stocks
$DECT
Decliners - NASDAQ OTC Bulletin Board
$DECUE
Decliners - Philadelphia
$DECX
Decliners - Philadelphia Options
$DECXO
AMEX Drug Index 1/10 Value
$DGL
Dow Jones Composite Average™ – Actual Value
Dow Jones Industrial Average $DJIA
$DJC
Dow Jones 30 Industrial Index - Actual Value
$DJI
Dow Jones Transportation Index - Actual Value
$DJT
Dow Jones Utility Index -Actual Value
$DJU
Dow Jones Industrial Average®
$DJX
Pharmaceutical Index
$DRG
Dow Jones Transportation Average
$DTX
Dow Jones Utility Average
$DUX
Down Volume - AMEX
$DVOA
Down Volume - Boston Stock Exchange
$DVOB
Down Volume - CBOE
$DVOCO
Down Volume - NYSE Decliners
$DVOL
Down Volume - Midwest
$DVOM
Down Volume - Pacific Stock Exchange
$DVOP
Down Volume - Pacific Stock Exchange Options
$DVOPO
Down Volume - NASDAQ NMS Equities
$DVOQE
Down Volume - NASDAQ Listed Stocks Decliners
$DVOT
Down Volume - NASDAQ OTC Bulletin Board
$DVOUE
Down Volume - Philadelphia Stock Exchange
$DVOX
Down Volume - Philadelphia Options
$DVOXO
Dow Jones U.S. Banks Total Stock Market®
$DWCBNK
Dow Jones U.S. Biotechnology Total Stock Market
$DWCBTC
Dow Jones U.S. Financials Total Stock Market
$DWCFIN
Dow Jones U.S. Health Care Total Stock Market
$DWCHCR
Dow Jones U.S. Real Estate Investment Trusts Total Stock Market
$DWCREI
Dow Jones U.S. Technology Total Stock Market
$DWCTEC
SIG Oil Exploration Index
$EPX
ISE FX Euro Index
$EUI
ISE Spot EUR USD)
$EUU
CBOE Interest Rate 5-Year Index
$FVX
ISE Spot GBP USD)
$GBP
CBOE Gold Volatility Index
$GVZ
S&P Health Care Index
$HCX
PHLX Housing Index
$HGX
AMEX Hong Kong Option Float Rate Index
$HKO
AMEX Hong Kong 30 Index
$HKX
NASDAQ OTC Index - Industrials
$INDS
NASDAQ OTC Index - Insurance
$INSR
